Post,Link,Posting Date,Image,Reactions,Comments,Shares
"As a token of gratitude, 3,000 #frontlinersph of Sun Life Foundation's partner medical institutions will receive Life Armor life insurance with total coverage of Php 75M. We salute you for shielding us from #COVID19PH and for looking after our health.",https://web.facebook.com//sunlifeph/photos/a.170501923013821/3023385601058758/?type=3&__xts__%5B0%5D=68.ARAMq80nKrDBy-5PrpAErB50FfZB3nmbmZr-hnQwPZRRJX7v88d5aNnjYh7g6fWXoZXhdrWDSlrAidafMr1FIWqoJ6rF8PsKLjc5tRDcB2ORbgwb6uUfLOM-RNONK08CFjhzvvpEwkqMTbVTQpS2TvQ6VoGFKGtENzT1Ume7fseetI_Q-0IWnli8dgrsDKTTcxWTCidPZ-HxXkCs3JVm89QwGrHAFQgOUJkx3KBfgpSEY4J4RRFvf-l_hhjAS3MwNcdXWpsDmGuDoYMlwkAjV3qr9YA5U-PLvj89w2oMFiR8DQCAtSAPxNT7kq_flajw59icEwx9JSEhr8i3OdMDDDsCEw&__tn__=-R,2020-04-04 01:57:40,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/s1080x2048/91503014_3023385611058757_6663431890462048256_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_eui2=AeEMvvbn6AAsbAjPRORPz0oRBffEn9WUYSgF98Sf1ZRhKC8VuRvtHw-cK73vlH1bfNilJYQ8tH_sT769XVkM_MCw&_nc_ohc=q-EP-A20SEEAX9Wb3-0&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=7&oh=b8e2e81d8a1a5158c3dceee4d7adeb81&oe=5EB0EE45,"{'Total': '2.8K', 'Like': '1.5K', 'Love': '1K', 'Wow': '283'}","{'Rocca J Baid': {'text': 'Thank You so much Sunlife.. I am already a Sunlife Policy Holder.. Please include my older brother アグブロス ドワイト エイミエル (Dwight Amiel Agbulos) 🙏', 'post_date': '1586071866'}, 'Karen Dahilan': {'text': 'Thank you Sunlife! How can we, frontliners, avail this?', 'post_date': '1586068078'}, 'Marlo Flores': {'text': 'Thank you, Sun Life. ☀️ Truly. Life is brighter under the sun.', 'post_date': '1585971486'}, 'Julie Anne': {'text': 'Wow indeed life is brighter under SunLife Insurance... How about us Frontliners outside Philippines who are under current premium plans with you? Can you shed some sun also 🌞😎 on us.', 'post_date': '1586018094'}, 'Sheila Avila-Buenviaje': {'text': 'My nurse friend wants to avail. How can she reach you?', 'post_date': '1586070829'}, 'Phoebe Ruth Cabrera': {'text': ""Thank you frontliners for taking care of us! Life is brighter under the sun and brightest under God's Son. Let's have them both!"", 'post_date': '1585998003'}, 'Xandrino Mangunay': {'text': ""Thank you for this! How do I know more about the details? I'm getting inquiries regarding this. <3"", 'post_date': '1586052916'}, 'Jeffrey Catha Viri': {'text': 'Hello co-SLF Family, I have a friend who works in a hospital, please provide me with details pleaser, Thanks!', 'post_date': '1585982992'}, 'Mavic Sasi': {'text': 'Thank you sunlife how about LGU hospitals?', 'post_date': '1585980402'}, 'Angeli Gandola Acot': {'text': 'How to avail if in case?', 'post_date': '1586160098'}, 'June Enerio': {'text': 'Thank  you Ronald Limon!  -  Team  Ethos', 'post_date': '1585967553'}, 'Thedd Magsino': {'text': 'Thank you sunlife for reaching out we are from jose reyes', 'post_date': '1585998543'}, 'Jaqueline Cortez': {'text': 'God bless you more Sun Life🖒', 'post_date': '1586000392'}, 'Nino Henry Segovia': {'text': 'How can A frontliner avail of this coverage? Is this life or accident insurance?', 'post_date': '1585984039'}, 'Nelson Sequitin': {'text': 'Hi 👋🏻 how po yan?', 'post_date': '1585995061'}, 'Aiza Zwiza Sitoy Mesorado': {'text': 'How about our frontli ers po here in cagayan de Oro. Can they avail?', 'post_date': '1586014714'}, 'Maricel Largo-Leal Calayo': {'text': 'Please include Marinduque Provincial Hospital Santol Boac MarinduqueChief of Hospital…See More', 'post_date': '1586053001'}, 'Glendz Taguiwalo Buenavista': {'text': 'Frontliners want to know more about this. Can you please send the mechanics?', 'post_date': '1586110007'}, 'Florence Bautista Joloan': {'text': 'Thanks Sun Life!', 'post_date': '1586004352'}, 'Beverly': {'text': ""I'm an ER nurse and a Sun Life insurance agent... how to avail this po? ☺ area Kabankalan City, Negros Occidental"", 'post_date': '1585997628'}, 'Ma Leozita Cruz Laxamana': {'text': 'Wow...Life indeed is Brighter under the 🌞', 'post_date': '1585987986'}, 'Gina O. Ang': {'text': 'thanks 😀 how to register?', 'post_date': '1586002883'}, 'Wilmer Espallardo': {'text': 'Vernice Mena you might want to register.Send direct message to this page for more details.', 'post_date': '1586145225'}, 'Emma E. Edquiban': {'text': 'Details pls', 'post_date': '1586048983'}, 'Carol Cantos': {'text': 'Amazing!How do we do about this?', 'post_date': '1586051933'}, 'Sebs Arkoncel': {'text': 'I am interested. How to avail po?', 'post_date': '1585995029'}, 'Iona Criselda Olaso': {'text': 'hi! i’m a sun lifr advisor. my husband is a frontliner and most of his friends and my clients are frontliners. can you help send details? thank you! 🙂', 'post_date': '1586065500'}, 'Jühniz Mathiâs': {'text': 'Sir partner institutions lang sir? How about those in the provinces ?', 'post_date': '1585971376'}, 'Lilibeth Q. Liguden': {'text': 'Good news amidst all the negatives. The SUN is brighter now, and LIFE is slowly rising amidst the pandemic. Kudos!', 'post_date': '1585966783'}, 'Maria Michaela Salvacion': {'text': 'How should we have this? Thaaanks :)', 'post_date': '1586126614'}, 'Domenick SeidFfrey': {'text': 'Pm po details', 'post_date': '1585989051'}, 'Agnes Gasen': {'text': 'How? I have friends who are frontliners, please provide us details...', 'post_date': '1586057058'}, 'Khimmy Buen': {'text': 'Can i have the details?', 'post_date': '1586018682'}, 'Gie Javier': {'text': 'Hi SunLife may we know the medical institutions that we partner with coz i have medical frontliner clients who are asking. Thank you.', 'post_date': '1585999003'}, 'Ninya Tseril': {'text': 'how?', 'post_date': '1585968425'}, 'Sheryl Bartolome': {'text': 'Wow! But how?', 'post_date': '1585990256'}, 'Catherine Santiago Marasigan': {'text': 'Good day! how to avail?🙏♥️', 'post_date': '1586078475'}, 'Kristel Cueto': {'text': 'Wow, thank you for this. How to avail?', 'post_date': '1585998794'}, 'Federico Macaranas': {'text': 'May your tribe increase, Sun Life Phils.', 'post_date': '1586109345'}, 'Anne FC': {'text': 'Sent you message askong re this and your bot can not provide an answer', 'post_date': '1586174632'}, 'Jessica Valdez Questin': {'text': 'Two advisors from our team are frontliners, want to know how to avail tnis?', 'post_date': '1586071833'}, 'Ralph Lester de Castro': {'post_date': '1585968182'}, 'Rezan Gamboa Aglipay': {'text': '👏👏👏', 'post_date': '1585965591'}, 'Ria Maglalang Baquing': {'text': '❤️❤️❤️', 'post_date': '1585991880'}, 'Ian Abacan': {'text': '💛💛💛', 'post_date': '1585971577'}, 'Ghienes Shann': {'text': 'Can you pm the details please?', 'post_date': '1586063521'}, 'Ainie Dingal': {'text': 'Hi thank you for this. I have a client and her sister is a doctor assigned to COVID patients. How to apply', 'post_date': '1586132174'}, 'Anabelle Pitallano': {'text': 'A million thanks Sunlife!!! 👍', 'post_date': '1585998693'}, 'Nicolson Parreño Laurel': {'text': 'Sun Life truly #Kaakbay for life. 😍😍😍', 'post_date': '1585966502'}, 'MC Noay': {'text': 'Claire Cañete ate, please tag your friends!', 'post_date': '1585998299'}, 'Justin Ubana': {'text': 'Thank you Kaakbay!', 'post_date': '1585998282'}, 'Juris Irvine': {'text': '👍', 'post_date': '1585992862'}, 'Mary Grace Pasaforte': {'text': 'Thank you Sunlife Financial and frontliners.God Bless..', 'post_date': '1585990714'}, 'Vivien Plaza Salting': {'text': 'How Sun Life Philippines Already sent a PM.', 'post_date': '1585988941'}, 'Rosemarie Ferrer': {'text': 'The Lord bless you more, Sun Life!', 'post_date': '1585987010'}, 'Emily J. Banaria': {'text': 'How about dito po sa province? Hope maisamaPo sila..City Health - Talisay City, Negros Occidental po 🙂', 'post_date': '1585986453'}, 'Russ Rejuso': {'text': 'How?', 'post_date': '1585985634'}, 'Jenn Sancho-Nicomedes': {'text': 'Thank you Sun Life. ❤❤❤', 'post_date': '1585980912'}, 'Reychelle Vargas': {'text': 'How?', 'post_date': '1585980737'}, 'Yolanda Delacruz': {'post_date': '1585980187'}, 'Cindy Santos Fajardo': {'text': 'Thank you SunLife ❤️ the best.', 'post_date': '1585977406'}, 'Chloe Mesana': {'text': 'Thank you SUNLIFE🌞! GOD BLESS🙏', 'post_date': '1585977325'}, 'Alvin Magtulis Capangyarihan': {'text': 'Thank you Sun Life 🥺Proud #FrontlinerProud #SunLifer 😊', 'post_date': '1585976742'}, 'Jessica Rosello Avila': {'text': 'Sun Life cares😇', 'post_date': '1585974601'}, 'Pinx Bishop': {'text': '👋👋👋', 'post_date': '1585974493'}, 'Ideas Ahead.': {'text': 'How?', 'post_date': '1585973591'}, 'Genevive Gulmatico Largo': {'text': 'How?', 'post_date': '1585973282'}, 'EL EL': {'text': 'how', 'post_date': '1585972689'}, 'Ton Abengoza': {'text': '(Y) (Y) (Y)', 'post_date': '1585972279'}, 'Derald Umali': {'text': 'Yes. Thank you, frontliners!', 'post_date': '1585971961'}, 'Sandy Paguio': {'text': 'Thanks sunlife', 'post_date': '1585971553'}, 'Kharr Hernal': {'text': 'Well done sunlife', 'post_date': '1585971273'}, 'Jerome Rano Zolina': {'text': 'Thank you SUNLIFE.', 'post_date': '1585971190'}, 'Omac Principio': {'text': '#PartnerForLife', 'image': 'https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQCFS_ORZWbv9xC3&w=396&h=396&url=https%3A%2F%2Fmedia0.giphy.com%2Fmedia%2FuBuzWfwVcadRC%2Fgiphy.gif%3Fcid%3D120c0147f86ef4b27e3d082780091bfd6ffbaf29bab60601%26rid%3Dgiphy.gif&ext=jpg&_nc_eui2=AeFW1j_-Bduk8LajcDERefhy68W9hiVc27zrxb2GJVzbvNzUzQCbPKstUcMKOnaH8U1fgriR8vjYRj36H6edtsRT&_nc_hash=AQAJfzGg5DjPdWhy', 'post_date': '1585970255'}, 'Chellie Almario': {'post_date': '1585969863'}, 'Mark Jordan Bulac Magsaysay': {'text': 'How?', 'post_date': '1585969555'}, 'Aljein Malijan Dimayuga': {'text': 'Thank you Sun Life! 💚', 'post_date': '1585969308'}, 'Jerome Licmoan': {'image': 'https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQBHkQ1oQSNyXKaq&w=722&h=400&url=https%3A%2F%2Fmedia1.tenor.co%2Fimages%2Faea1ae0bcd4542f9062e93cdd146a06f%2Ftenor.gif%3Fitemid%3D4681675&_nc_eui2=AeFkBZam5Tktqmn-NFfzvlEibdLITpPMm5dt0shOk8ybl-8Encn7R4PK8FJcw3BUvWLKG5ABd0p9ZW0frTTpzw87&_nc_hash=AQDCN4fAWDcCINbQ', 'post_date': '1585968710'}, 'Pearl Confesor-Mutuc': {'text': 'Thank you nice one!', 'post_date': '1585967533'}, 'Dei Del Rosario Nuevo': {'text': 'Thank you Sun Life! 💛', 'post_date': '1585967505'}, 'Love Silva': {'text': '👍👍👍', 'post_date': '1585966977'}, 'MarcoGen de Condes': {'text': 'Godbless', 'post_date': '1585966233'}, 'Joseph Desulo': {'text': '💞💞💞💞🇵🇭🇵🇭🇵🇭', 'post_date': '1585966228'}, 'Joel Jr Tuto': {'text': 'Nice', 'post_date': '1585966090'}, 'Glefelle Lou Pahila': {'text': 'Wow! 💛', 'post_date': '1585965632'}}",2K
"Happy #WorldHealthDay! We've been sharing workouts that you can do at home so you can keep yourself healthy and fit — but remember that it is just as important to keep your mind in good shape. Practice mindfulness, give yourself the breaks that you deserve, give time to what you love, and do what aligns with your moral compass because these are the ways that you take care of your mental well-being. At the end of this pandemic and lockdown, make sure that you stay in agreement with yourself.",https://web.facebook.com//sunlifeph/photos/a.170501923013821/3022617631135555/?type=3&__xts__%5B0%5D=68.ARCkdZ4D6gUHG3nQZVrTqLeKsD2swsjVMytGx6VHAbIWXSuF1K_8XHRMl9jx-_pRulIZ7bcMngn7-026gtbf56pBspfly7IPSgBq1iaiY5TJBlEMEAUMalxuYWNKJAorIUK9e-przTto_tJ8JKjwlG6VIyLP_fR-QbfUn6soyI6ggScbG7ly81v6cniWi174Ogc_COaDX8m1b4KPOJQidrwIVzJ_A-1KZ87kU-lEROID8D_9W8Lij1jvC_8HEV6_zXaTZGYzGn6XzoVRs8a4ezmv67CYif9AF86oYr3zO0dV5OV2AQgaLcyqv5dkpoOT1CcLDXlBL0ZpAttzl988XlkmZg&__tn__=-R,2020-04-07 00:00:31,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/91893113_3022617634468888_6822216715431051264_o.jpg?_nc_cat=109&_nc_sid=8024bb&_nc_eui2=AeGxXbi4lgbMG2SHXiCCUdzWxR2to5aTIgHFHa2jlpMiAZiMwf1ruYqktzd-fviyZtgoAcFzc1uZ8EE12xkX_IFO&_nc_ohc=7xbBsFAjGREAX9I03I7&_nc_ht=scontent.fmnl5-1.fna&oh=79f915bfd797abca8697cbdb5f1b535b&oe=5EB08561,"{'Total': '106', 'Like': '87', 'Love': '19'}",{},87
,https://web.facebook.com//notes/sun-life-philippines/client-support-pages/3018631244867527/?__xts__%5B0%5D=68.ARCrBZANgfpAnO6QYJF9TWkpe6qZmCn7E7byqNlN0ipGC7XZANWW8tlp-Y2bNsClGyNVNsDgIjA26ZGjr0KZCUg15RJdn9LQpfwSxnkymbeXudDeh1xXXA-kZ_D_R07G40-1woX5VgKJzUH4yOalPDFlPCBzg8GIt07AMocRSbtq8JAsuPPuhgnU2nWHPnKeA93Ey2o8pdVvKTiXo4RDZodXYpN1szL5EUfChutRmHNI4IuADIuD16UD-_8ZPX38seFdu5GW7ZaV5XXADeCVV5-TZal99thRs6mfvPJpDbuXaJqTZ_L0xQetACLe_8y_lwZAmbvxwHDZjJdDqxVgV_5Z&__tn__=-R,2020-04-06 04:25:13,,"{'Total': '166', 'Like': '146', 'Love': '19', 'Wow': '1'}","{'Johnson Scorefield': {'text': 'Stuck at home because of Corona Virus?😷 Use your time wisely. Start an online business💰 This could be your chance. Ask how 👇', 'post_date': '1586183559'}}",89
"“Filipinos in the medical field are working doubly hard and putting their lives on the line to protect the rest of us from COVID-19. It is only fitting that we also protect them and look after the welfare of those who are most important to them: their families,” says Sun Life Philippines CEO & Country Head Benedict Sison, who also chairs the Sun Life Foundation. “We earnestly hope that Sun Life’s simple gesture inspires our health workers to keep fighting because brighter days will soon be upon us.” See the full article here: bit.ly/LifeArmorforfrontliners",https://web.facebook.com//sunlifeph/photos/a.170501923013821/3029454027118582/?type=3&__xts__%5B0%5D=68.ARA5tDeGqNRhbd286Am_8b5ESxIfxcZeHZfkpX_sKMnWUkahwnkEl8TP06tZ65OcNZwBv5Ls5e-wvE8ayupZ5M6wEEoKPuENgqGudW1l64Kdds7yOuqBt8YqSzik3U3qbRNn7AcK1tdG-R9MPRsh69vaIoEwxTJmoLNkOEqUSvwDGYzBtAUt9QIlrn2TFbeJX5Xr2MyQWQx6QYZ1G14gFDvFiJowa9cAEaDgUwKNtxbKO3K8uskfHHbFC0LLCldrjWtyZVFtzpwAZC8hRdRKPBb1Lm9Vyn8fNUqOuiGfSiFyAHv2xArCH-x7u6jdqZ5xv2PxsWzZ-YeEa4qSYpRtMAboHg&__tn__=-R,2020-04-06 04:00:42,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/92429229_3029454030451915_4837182452986281984_n.png?_nc_cat=111&_nc_sid=8024bb&_nc_eui2=AeHE8QfsG-ox0gYqBqiE9Ctf_fUjcCt6UUb99SNwK3pRRmrL9VYmILhognz4oh7mXCUITDdhSkbLG72X_t55Z20E&_nc_ohc=pvwO74DATaEAX_SskB9&_nc_ht=scontent.fmnl5-1.fna&oh=635b132bcd961a306e1c367504e360c7&oe=5EB21B7F,"{'Total': '270', 'Like': '225', 'Love': '45'}","{'Lenny Nicart Legion': {'text': '👏👏😇', 'post_date': '1586188237'}, 'Jerome Licmoan': {'image': 'https://external.fmnl5-1.fna.fbcdn.net/safe_image.php?d=AQDcvcctUReg90dg&w=792&h=792&url=https%3A%2F%2Fmedia1.tenor.co%2Fimages%2F6ef46d3ace15910c3814796d489160fb%2Ftenor.gif%3Fitemid%3D14611487&_nc_eui2=AeEVW6jhmlMZVmbzLv1KsXgRQ-daukD8bYJD51q6QPxtgu0OJndBDg8fov6xuz8amuAhH9kegXszl5CyaoQXQRjG&_nc_hash=AQAJla26FEmaABVv', 'post_date': '1586148378'}}",67
It is during these times when we must ensure that you can stay home to protect your health and your family's while being on track with your financial journey. Here are the online payment facilities we offer for your convenience. 😉 #sunlifeadvisory,https://web.facebook.com//sunlifeph/posts/3023395337724451?__xts__%5B0%5D=68.ARA_-mVWeWejoGkccwcbubQAiOsfsIjgbt2W9-H_UliNXb8pZEzC6lEkq_dJZNQz2YJ9FMB3Tl48MRMdyFy9pLCgy3H5W0Y1UOuke-Uv390BjjdMlCmc1TfjZeGVgUJXbiYtL6-5INZCxQwjQlAVXpu6pPXVCtpVDmm9K-9W-YKG7ZjCOkMJi7t4KOW0NlY_dTksBLZoSBjLYVnX4JV4gQjzuo7Qu1l-wwB6aJhmwWyc3nPfj-pMraKH_EkwITSnSlcxmrqD5_uX-yIStzmddjhjPvdWmnm5zgO2IqXsLE8Z9WeL_0RX1HXMizAy9KXrlifXCyi9ogT_q5EVgtaJM2HRmA&__tn__=-R,2020-04-06 01:00:49,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-0/p235x350/91463153_3023376477726337_2229037960190230528_o.jpg?_nc_cat=107&_nc_sid=8024bb&_nc_eui2=AeGMUR4KWX3s1Uw9Pgir-d-mYLa8w6MLvDFgtrzDowu8MWW4EGYkixAAKq1E79i3ET8_fcQJcKztkRBCSLYBfqVh&_nc_ohc=pSWwcPipNNUAX9UZMBK&_nc_ht=scontent.fmnl5-1.fna&_nc_tp=6&oh=41b10f3a742585c377604a8b9ddfd584&oe=5EB12FB7,"{'Total': '465', 'Like': '405', 'Love': '59', 'Wow': '1'}","{'Jocelyn Domael Avila': {'text': 'May inquire Lang ako, kasi Hindi ko natanggap Yong official receipt ko sa payment for last quarter October-December. Kung maari paki send sa email ko. Only I received OR for January-March 2020 only.', 'post_date': '1586137811'}, 'Pangilinan Mai': {'text': 'Sana i add din po ang China bank sa bank bill payments🙏', 'post_date': '1586141600'}, 'Jelene Mae Malang': {'text': 'Sana may option paramagbayad from direct from overseas', 'post_date': '1586135490'}, 'Anna-Marie Ocampo Madrid': {'text': 'I saw a post that you have extend the payment for those policy that will due feb to may right? Is that still in effect?', 'post_date': '1586178513'}, 'Ma Aurora Emanoelle Magbanua-Tacusalme': {'text': 'Di po kami mkalog in sa client portal... Sinabi lng na account already activated. Eh wala man password at username binigay... Please help nman po..', 'post_date': '1586156162'}, 'Haydee Ong': {'text': 'Kim Dy', 'post_date': '1586135359'}, 'Ulyboy Roque Arguelles': {'text': 'Sun Life Philippines.. Question lang po, bkit ndi po ako mkpag Register sa mobile application, even though tama po lahat ng Register ko.. paayos nman po salamat', 'post_date': '1586187869'}, 'Johnson Scorefield': {'text': 'Stuck at home because of Corona Virus?😷 Use your time wisely. Start an online business💰 This could be your chance. Ask how 👇', 'post_date': '1586183585'}, 'Jennifer Panti': {'text': 'Pnu po kung wlng gcash.sana kht cebuana lhullier pde.', 'post_date': '1586152461'}}",607
Here's a friendly reminder from Piolo Pascual to keep healthy and active while you stay safe at home. Follow our workout program and videos every 8AM! #GoWellWorkoutFromHome #GoWell,https://web.facebook.com//sunlifeph/posts/3027281430669175?__xts__%5B0%5D=68.ARBAA5klWOpT31anUdmcMcMh4TC3_nin8nt8y_U6N-lD66LwThPOvK1hmXjDlgPddTZ_C5eeDpjABXTATWOridwDT1KyhS6rRmDdHiYFXxMKHW9ddsH5umo5fS-mKuAwqaS4vqm8niLvxwCdg1PFVYbpSgXTiglYv7YG0a6B8Jlc9lsl4T7TSOSX9DhVbeu_xjLpkSucaCxmGTwuGKmURIlTb0ZcwDGP0DIgPzI6PtS2zOWXRLa4dabC1WWkU1Fq0TxR3PBQtl9ZmY3wM9zDaBGUeA2LeD0r1OzV-mla0qZoSubDoUKexrCp8qlPJ0VKLYcWM3swPYU4PIlIK8f_-02pXp62qrzA5M_rQWJtwHzaI2nND5vgdiQEQijt94kP3ABfSKnbeA5e_ECfD42yFQplrKFTS9s78luqprazvCCElTwhjpPIAVyzQxI2rr5UMw9UVjMeEofzppCUubc86jtbIUiTNG4D34ROTGI6RCAPAvxH30blcTCnvyhkNJGeHdetxIKG6q-R392FEydEDyPecUClrru8O5HCB-AdNFKILLUhRmQzN4x8x_WTyj3awMeBNS7xlD0Rm6_JS0HB1g&__tn__=-R,2020-04-05 09:00:55,,"{'Total': '152', 'Like': '127', 'Love': '25'}",{},50
"Years back, we worked with several directors to create short films based on their interpretations of how financial-preparedness can lead people to live life brighter. 🌞 Sit back and enjoy this playlist that is a medley of drama, comedy, slice of life, and even action! 🛋️🎬 Let us know what your favorite is by leaving a comment below. 😁 https://bit.ly/2x4BCHZ #SunShorts",https://web.facebook.com//sunlifeph/photos/a.170501923013821/3027167427347242/?type=3&__xts__%5B0%5D=68.ARDn-SGKXCpmax17K5HavI5yvmk4FrnzpU2RkggDF7bYv7-RF2QInvmDXE3jgXcUQ3snIwxcK-LzjDxirMCsIVMC2ZYh3KqHy7UuidMkEf-33GSadU-TRPh_39G_wG-utnmgTS0Uilk95O1xy_tZLTKxtn8p-xvFdXAypUSHiUR46GkW_oO7WM8ZBR3oTRiK75TUY0HPzk4JTv2X8xQMhopq3ubaIGPd_J8OfjRxmSzkNndj7GnQw52QdGSGWt21XYkH1rISxbnV_2ybGY9Bv27zP8p02-f7qCXjSgvyN6yaHVH7EM3fxG9JW8L_hByt-xv1c2Qk5_ee-KqZdEVE35_s2Q&__tn__=-R,2020-04-05 05:00:41,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/91908175_3027167434013908_8950394949291999232_o.jpg?_nc_cat=105&_nc_sid=8024bb&_nc_eui2=AeGZkDSGHdquKcWTukCNP7gtoidtbcFe6KmiJ21twV7oqb8IhAgXJCPwZjabYqwDDp2UEIE9_FXVLaZUb1lumKmU&_nc_ohc=fwwPAnpVJRkAX_54l3F&_nc_ht=scontent.fmnl5-1.fna&oh=22fa8666d812ca8902a511cc81dd0f84&oe=5EB2D1D7,"{'Total': '255', 'Like': '172', 'Love': '69', 'Wow': '13'}","{'Katrina Batalier Asumio': {'text': '1945😍', 'post_date': '1586083753'}, 'Derik James Belmonte': {'text': 'Checj', 'post_date': '1586075969'}}",130
Have you ever found yourself feeling happier after sharing what you have with other people? We sure do! 🌻 Because that is what generosity does — it makes your heart abundant with happiness the more that you give it to others. 🌞,https://web.facebook.com//sunlifeph/photos/a.170501923013821/3025921167471868/?type=3&__xts__%5B0%5D=68.ARBG71Cc8yOJ-swHhAHvG2a2zzg-RYbOmNWuV6bwAUuxcdphpYCtwb2CI4wMShPGr9P0gSHn7pReTwDjppZy8LOa2pXjbsySFCtiD6UK3vpdZI3Sx2AdJCCCqULz-voueschdTaDebvR2QeBLLdwt0sVeIqwnziTe3zcrzGLSFiCx_w4aqW9Fodv6CogUGHEesaIKdEPmjxejU6KCeEY-lo_l8ZmknIHacAgqT7zDcTClxumWXoV2zQWVrR1hguE0DiN-IJitXTNOO3_Ff5AEALXAEhbMYvykBJ2Pp210YbglJqQedb6Sa4XAN_LKFYx3owOlaOIRdML2lZzdmOIM260Fg&__tn__=-R,2020-04-05 01:00:14,https://scontent.fmnl5-1.fna.fbcdn.net/v/t1.0-9/91630244_3025921170805201_5199683327765774336_o.jpg?_nc_cat=102&_nc_sid=8024bb&_nc_eui2=AeGa12_dHFAb6m2FMYx-z4Dfn3ofCPUAKSCfeh8I9QApIKQAEro9u7Awrtke_LU4Ux6-L53P9UXgV2J35rXr8aDK&_nc_ohc=ZWGHllA4zfYAX8UU6DW&_nc_ht=scontent.fmnl5-1.fna&oh=3e465fd1e31dff5b8a36b5adddbeca69&oe=5EAF8AE9,"{'Total': '1.1K', 'Like': '776', 'Love': '345'}","{'Shyrell Caranto Nagal-Duldulao': {'text': 'Spread love & kindness with ur pure heart', 'post_date': '1586051840'}, 'Edgardo Verdadero Garduque': {'text': 'Generosity spreads love and kindness.', 'post_date': '1586050300'}, 'Tricia Marie Amada': {'text': 'Generosity begets generosity. ✨', 'post_date': '1586048838'}, 'Josephine Laigo': {'text': 'Giving is love', 'post_date': '1586063277'}, 'Sammie Pornel': {'text': 'Hi! I have reset and successfully change my password. Now still unable to access my account. Whenever I try log in using my new password, log in page still says ""incorrect password.""', 'post_date': '1586066869'}, 'Johnson Scorefield': {'text': 'Stuck at home because of Corona Virus?😷 Use your time wisely. Start an online business💰 This could be your chance. Ask how 👇', 'post_date': '1586183608'}, 'Omac Principio': {'text': 'Tatak Sunlifer 💛', 'post_date': '1586063313'}}",734
How about some active rest exercises to help you recover after an intense workout? Try this.,https://web.facebook.com//sunlifeph/posts/3022807021116616?__xts__%5B0%5D=68.ARAMltJdFgoRzjslzQSyuH30wspmlkY2UDq9JLcBvO4dgtlNSZlf_e9pnHoyPGKBVtQG6RATi7vlhZ3NuVMjZlJCQBnKMhUka8_pqjvdkBWwhSaGmJ106y9XrPJK6s0UQ8DXezyzkiq7L6q0HDZhw_xOWg3J56PI1i-ukLDQrADMKycKFQhYZBPrI-Gh6W9WjbuUmEN7NriQgwC1eqTVTSpm3PtyKojL5YayjGqC-qrWNPYhngjK4aE_F1b00_pxv18GISiIX0DlrBZffUWon7h6-6cLIqI3r777O_6MqApapVIbhwXfPSd89KI856WFnMJ-XPCaAEjRFy557Wrlkm6v9_hPWiUuPtErb884G4C1OG_m4pdfkedTWyhfgdit8T0mNTddCTxFGdr7niYeuQ_UkepBBzVWoxoslZEHgWNQIm3BV7PrwsCWhI4PL6rLY77JGanKMmzhpv12f-TaRFERgp2LT2H8pds3RlrKLk5Bp77d3mtDlGcRymGE88rZrTVcZ5nfKM34Y18Mk3Ly6ZIuldygHxmV_Ckl3w2QN46ofBTjimMzrZlfomzmaPI62jBMzVgLaEE1X9MWJbqgExo&__tn__=-R,2020-04-04 09:00:04,,"{'Total': '65', 'Like': '56', 'Love': '9'}","{'Arriane Odessey Palconite Del Rosario': {'text': ""how can I get the same mat you are using po? because I'm an exerciseholic."", 'post_date': '1586004321'}, 'Johnson Scorefield': {'text': 'Stuck at home because of Corona Virus?😷 Use your time wisely. Start an online business💰 This could be your chance. Ask how 👇', 'post_date': '1586183618'}}",27
